Date,Hs,P,W
"2012-8-29-13",1.0445,101940.0000,4.6000
"2012-8-29-14",1.1538,101950.0000,5.1000
"2012-8-29-15",1.0611,101940.0000,3.6000
"2012-8-29-16",1.0823,101900.0000,4.4000
"2012-8-29-17",1.1126,101860.0000,3.1000
"2012-8-29-18",1.0292,101810.0000,2.6000
"2012-8-29-19",1.1254,101740.0000,2.6000
"2012-8-29-20",1.0533,101710.0000,3.0000
"2012-8-29-21",1.0574,101690.0000,3.1000
"2012-8-29-22",1.1363,101720.0000,3.4000
"2012-8-29-23",1.1311,101790.0000,2.8000
"2012-8-30-0",1.0651,101860.0000,3.1000
"2012-8-30-1",1.1024,101910.0000,3.6000
"2012-8-30-2",1.0866,101920.0000,3.6000
"2012-8-30-3",1.0400,101910.0000,4.2000
"2012-8-30-4",1.0134,101870.0000,3.4000
"2012-8-30-5",0.9947,101810.0000,3.8000
"2012-8-30-6",0.9724,101750.0000,3.4000
"2012-8-30-7",0.9977,101740.0000,3.7000
"2012-8-30-8",0.9342,101750.0000,3.7000
"2012-8-30-9",0.9626,101790.0000,6.5000
"2012-8-30-10",0.9158,101860.0000,3.2000
"2012-8-30-11",0.9563,101900.0000,3.9000
"2012-8-30-12",0.9869,101940.0000,2.2000
"2012-8-30-13",0.9426,101960.0000,5.3000
"2012-8-30-14",0.9584,101960.0000,4.6000
"2012-8-30-15",1.0098,101920.0000,4.8000
"2012-8-30-16",0.9546,101910.0000,5.7000
"2012-8-30-17",1.0471,101890.0000,5.9000
"2012-8-30-18",0.9698,101880.0000,3.8000
"2012-8-30-19",1.0603,101830.0000,5.5000
"2012-8-30-20",1.1148,101820.0000,6.2000
"2012-8-30-21",1.2180,101810.0000,5.2000
"2012-8-30-22",1.2294,101850.0000,5.5000
"2012-8-30-23",1.2219,101870.0000,5.4000
"2012-8-31-0",1.2631,101880.0000,6.6000
"2012-8-31-1",1.3149,101920.0000,6.6000
"2012-8-31-2",1.3757,101930.0000,6.2000
"2012-8-31-3",1.3191,101910.0000,6.3000
"2012-8-31-4",1.2415,101890.0000,6.1000
"2012-8-31-5",1.2835,101830.0000,6.8000
"2012-8-31-6",1.2080,101800.0000,6.0000
"2012-8-31-7",1.3342,101780.0000,6.0000
"2012-8-31-8",1.2364,101820.0000,5.9000
"2012-8-31-9",1.1822,101870.0000,5.2000
"2012-8-31-10",1.1636,101910.0000,5.0000
"2012-8-31-11",1.2648,101930.0000,4.5000
"2012-8-31-12",1.2053,101960.0000,4.8000
"2012-8-31-13",1.1357,101990.0000,4.5000
"2012-8-31-14",1.1675,102000.0000,4.5000
"2012-8-31-15",1.1754,101980.0000,4.3000
"2012-8-31-16",1.1913,101940.0000,4.5000
"2012-8-31-17",1.1655,101910.0000,4.6000
"2012-8-31-18",1.0952,101870.0000,4.2000
"2012-8-31-19",1.1545,101810.0000,4.6000
"2012-8-31-20",1.1592,101790.0000,4.5000
"2012-8-31-21",1.0980,101790.0000,4.4000
"2012-8-31-22",1.1186,101810.0000,4.6000
"2012-8-31-23",1.1765,101830.0000,5.6000
"2012-9-1-0",1.1118,101840.0000,5.2000
"2012-9-1-1",1.1003,101870.0000,4.8000
"2012-9-1-2",1.1656,101840.0000,5.9000
"2012-9-1-3",1.1693,101810.0000,5.9000
"2012-9-1-4",1.2419,101770.0000,5.9000
"2012-9-1-5",1.1858,101710.0000,6.1000
"2012-9-1-6",1.2258,101680.0000,6.1000
"2012-9-1-7",1.1688,101670.0000,5.3000
"2012-9-1-8",1.1764,101670.0000,4.3000
"2012-9-1-9",1.1240,101690.0000,4.6000
"2012-9-1-10",1.0962,101700.0000,4.1000
"2012-9-1-11",1.1158,101760.0000,2.7000
"2012-9-1-12",1.0693,101790.0000,3.3000
"2012-9-1-13",1.0806,101840.0000,2.8000
"2012-9-1-14",1.0691,101870.0000,2.2000
"2012-9-1-15",1.0914,101850.0000,2.4000
"2012-9-1-16",1.0442,101830.0000,2.4000
"2012-9-1-17",1.0280,101790.0000,2.5000
"2012-9-1-18",1.0732,101700.0000,2.9000
"2012-9-1-19",1.0276,101660.0000,3.1000
"2012-9-1-20",1.0173,101660.0000,3.0000
"2012-9-1-21",1.0506,101630.0000,2.5000
"2012-9-1-22",1.0001,101650.0000,3.3000
"2012-9-1-23",1.0058,101650.0000,3.7000
"2012-9-2-0",0.9612,101680.0000,4.4000
"2012-9-2-1",0.9960,101690.0000,4.6000
"2012-9-2-2",0.9805,101690.0000,5.2000
"2012-9-2-3",1.0257,101680.0000,5.0000
"2012-9-2-4",1.0134,101660.0000,4.4000
"2012-9-2-5",1.0723,101590.0000,4.0000
"2012-9-2-6",1.0071,101520.0000,3.6000
"2012-9-2-7",0.9978,101500.0000,3.4000
"2012-9-2-8",1.0006,101480.0000,4.3000
"2012-9-2-9",0.9832,101510.0000,3.7000
"2012-9-2-10",1.0319,101540.0000,3.9000
"2012-9-2-11",1.0581,101580.0000,4.5000
"2012-9-2-12",1.0450,101630.0000,3.8000
"2012-9-2-13",1.0752,101660.0000,3.8000
"2012-9-2-14",1.0651,101670.0000,4.1000
"2012-9-2-15",1.0427,101650.0000,3.7000
"2012-9-2-16",1.0699,101600.0000,4.3000
"2012-9-2-17",1.1448,101540.0000,4.7000
"2012-9-2-18",1.1891,101480.0000,4.6000
"2012-9-2-19",1.1504,101450.0000,5.4000
"2012-9-2-20",1.1163,101440.0000,5.7000
"2012-9-2-21",1.1910,101430.0000,5.6000
"2012-9-2-22",1.1810,101460.0000,5.8000
"2012-9-2-23",1.3859,101460.0000,6.3000
"2012-9-3-0",1.2403,101480.0000,7.1000
"2012-9-3-1",1.7745,101510.0000,7.8000
"2012-9-3-2",NaN,NaN,NaN
"2012-9-3-3",2.3543,101530.0000,6.9000
"2012-9-3-4",2.7040,101510.0000,6.9000
"2012-9-3-5",3.1175,101490.0000,6.9000
"2012-9-3-6",3.5150,101460.0000,7.0000
"2012-9-3-7",3.5426,101410.0000,7.0000
"2012-9-3-8",3.1179,101390.0000,7.0000
"2012-9-3-9",3.6056,101360.0000,7.7000
"2012-9-3-10",3.3757,101380.0000,8.5000
"2012-9-3-11",3.5326,101420.0000,7.9000
"2012-9-3-12",3.2721,101470.0000,7.6000
"2012-9-3-13",3.5350,101480.0000,8.1000
"2012-9-3-14",3.3335,101500.0000,7.9000
"2012-9-3-15",3.1360,101520.0000,7.9000
"2012-9-3-16",3.0049,101510.0000,7.0000
"2012-9-3-17",2.8402,101460.0000,7.4000
"2012-9-3-18",2.7582,101430.0000,7.1000
"2012-9-3-19",2.7391,101410.0000,6.7000
"2012-9-3-20",2.8138,101370.0000,7.4000
"2012-9-3-21",2.8178,101370.0000,7.4000
"2012-9-3-22",2.3413,101330.0000,6.3000
"2012-9-3-23",2.6388,101350.0000,7.4000
"2012-9-4-0",2.5887,101390.0000,5.9000
"2012-9-4-1",2.5273,101450.0000,6.3000
"2012-9-4-2",2.2607,101490.0000,6.6000
"2012-9-4-3",2.4480,101460.0000,5.1000
"2012-9-4-4",2.4815,101440.0000,5.7000
"2012-9-4-5",2.1063,101410.0000,5.9000
"2012-9-4-6",2.1251,101390.0000,4.7000
"2012-9-4-7",2.1314,101350.0000,3.6000
"2012-9-4-8",2.0575,101310.0000,5.2000
"2012-9-4-9",1.9915,101330.0000,5.5000
"2012-9-4-10",2.0035,101380.0000,4.0000
"2012-9-4-11",1.8851,101390.0000,3.7000
"2012-9-4-12",1.9835,101410.0000,5.3000
"2012-9-4-13",1.8903,101460.0000,5.7000
"2012-9-4-14",1.6815,101490.0000,4.9000
"2012-9-4-15",1.6157,101490.0000,5.5000
"2012-9-4-16",1.5563,101450.0000,6.6000
"2012-9-4-17",1.6915,101400.0000,6.1000
"2012-9-4-18",1.6129,101350.0000,6.8000
"2012-9-4-19",1.5911,101310.0000,6.3000
"2012-9-4-20",1.5413,101300.0000,5.6000
"2012-9-4-21",1.6872,101300.0000,5.7000
"2012-9-4-22",1.6736,101310.0000,5.8000
"2012-9-4-23",1.6110,101330.0000,5.9000
"2012-9-5-0",1.7074,101370.0000,6.2000
"2012-9-5-1",1.6681,101440.0000,3.5000
"2012-9-5-2",1.6699,101450.0000,5.3000
"2012-9-5-3",1.6343,101410.0000,5.2000
"2012-9-5-4",1.7917,101400.0000,4.6000
"2012-9-5-5",1.7415,101360.0000,5.1000
"2012-9-5-6",1.7181,101350.0000,5.1000
"2012-9-5-7",1.5590,101320.0000,3.9000
"2012-9-5-8",1.7578,101290.0000,5.0000
"2012-9-5-9",1.5740,101280.0000,5.6000
"2012-9-5-10",1.5747,101320.0000,5.8000
"2012-9-5-11",1.7269,101330.0000,5.6000
"2012-9-5-12",1.6212,101360.0000,5.3000
"2012-9-5-13",1.6525,101400.0000,5.4000
"2012-9-5-14",1.5933,101420.0000,5.7000
"2012-9-5-15",1.6059,101440.0000,5.2000
"2012-9-5-16",1.6839,101430.0000,5.6000
"2012-9-5-17",1.6994,101390.0000,5.7000
"2012-9-5-18",1.6793,101360.0000,5.7000
"2012-9-5-19",1.5595,101320.0000,5.4000
"2012-9-5-20",1.5367,101300.0000,5.6000
"2012-9-5-21",1.4042,101330.0000,5.5000
"2012-9-5-22",1.5660,101330.0000,5.4000
"2012-9-5-23",1.5730,101340.0000,5.6000
"2012-9-6-0",1.6277,101370.0000,5.8000
"2012-9-6-1",1.6058,101420.0000,6.6000
"2012-9-6-2",1.5008,101430.0000,5.5000
"2012-9-6-3",1.5266,101430.0000,5.5000
"2012-9-6-4",1.5568,101420.0000,5.4000
"2012-9-6-5",1.5074,101400.0000,4.9000
"2012-9-6-6",1.5134,101390.0000,5.4000
"2012-9-6-7",1.5779,101350.0000,5.4000
"2012-9-6-8",1.6284,101330.0000,4.7000
"2012-9-6-9",1.5741,101340.0000,6.4000
"2012-9-6-10",1.6995,101360.0000,6.9000
"2012-9-6-11",1.6991,101410.0000,6.0000
"2012-9-6-12",1.5738,101440.0000,6.4000
"2012-9-6-13",1.5060,101450.0000,5.8000
"2012-9-6-14",1.7156,101470.0000,6.3000
"2012-9-6-15",1.9310,101450.0000,6.5000
"2012-9-6-16",1.6363,101440.0000,6.3000
"2012-9-6-17",2.0122,101410.0000,5.8000
"2012-9-6-18",1.9869,101360.0000,6.0000
"2012-9-6-19",2.0536,101330.0000,5.4000
"2012-9-6-20",2.0934,101300.0000,5.9000
"2012-9-6-21",2.5201,101280.0000,6.0000
"2012-9-6-22",2.5573,101290.0000,6.3000
"2012-9-6-23",2.7353,101260.0000,6.5000
"2012-9-7-0",2.5345,101300.0000,6.8000
"2012-9-7-1",2.6003,101360.0000,6.9000
"2012-9-7-2",2.3378,101370.0000,6.7000
"2012-9-7-3",2.4124,101370.0000,6.6000
"2012-9-7-4",2.5067,101340.0000,5.3000
"2012-9-7-5",3.0378,101300.0000,4.5000
"2012-9-7-6",3.1493,101250.0000,5.0000
"2012-9-7-7",3.0577,101200.0000,5.2000
"2012-9-7-8",2.8655,101150.0000,4.8000
"2012-9-7-9",3.0382,101140.0000,4.7000
"2012-9-7-10",2.6072,101160.0000,5.2000
"2012-9-7-11",2.5297,101190.0000,5.8000
"2012-9-7-12",2.6278,101230.0000,5.8000
"2012-9-7-13",2.9929,101280.0000,5.6000
"2012-9-7-14",2.8508,101300.0000,5.4000
"2012-9-7-15",2.9037,101330.0000,5.5000
"2012-9-7-16",2.7297,101340.0000,5.5000
"2012-9-7-17",3.1044,101290.0000,6.0000
"2012-9-7-18",2.7522,101250.0000,8.1000
"2012-9-7-19",2.9331,101230.0000,6.3000
"2012-9-7-20",2.6733,101180.0000,6.2000
"2012-9-7-21",2.7558,101200.0000,7.2000
"2012-9-7-22",2.7361,101210.0000,7.5000
"2012-9-7-23",3.0224,101270.0000,7.2000
"2012-9-8-0",3.0259,101280.0000,7.3000
"2012-9-8-1",3.2721,101320.0000,7.0000
"2012-9-8-2",2.7586,101370.0000,7.1000
"2012-9-8-3",3.2799,101380.0000,6.3000
"2012-9-8-4",3.2486,101350.0000,5.9000
"2012-9-8-5",2.9613,101300.0000,5.7000
"2012-9-8-6",3.2272,101250.0000,5.6000
"2012-9-8-7",3.0853,101220.0000,5.4000
"2012-9-8-8",3.1203,101200.0000,4.9000
"2012-9-8-9",2.8918,101230.0000,5.0000
"2012-9-8-10",2.8311,101270.0000,4.6000
"2012-9-8-11",2.8979,101330.0000,4.5000
"2012-9-8-12",3.0625,101380.0000,3.9000
"2012-9-8-13",3.0228,101450.0000,3.8000
"2012-9-8-14",3.1263,101510.0000,4.1000
"2012-9-8-15",2.9899,101550.0000,4.5000
"2012-9-8-16",3.3086,101530.0000,5.1000
"2012-9-8-17",2.7515,101480.0000,4.8000
"2012-9-8-18",2.7928,101450.0000,4.7000
"2012-9-8-19",2.8127,101430.0000,4.4000
"2012-9-8-20",2.7139,101430.0000,4.8000
"2012-9-8-21",2.7011,101430.0000,4.7000
"2012-9-8-22",2.6786,101450.0000,4.3000
"2012-9-8-23",2.4825,101460.0000,4.3000
"2012-9-9-0",2.6038,101480.0000,4.5000
"2012-9-9-1",2.2364,101520.0000,3.9000
"2012-9-9-2",2.2443,101580.0000,3.3000
"2012-9-9-3",2.0016,101550.0000,2.4000
"2012-9-9-4",2.0986,101550.0000,2.3000
"2012-9-9-5",2.0287,101560.0000,1.8000
"2012-9-9-6",2.1114,101520.0000,1.3000
"2012-9-9-7",2.1259,101500.0000,1.6000
"2012-9-9-8",2.0374,101490.0000,2.3000
"2012-9-9-9",2.2183,101540.0000,3.7000
"2012-9-9-10",2.0571,101580.0000,3.5000
"2012-9-9-11",1.8363,101620.0000,3.4000
"2012-9-9-12",1.9400,101680.0000,3.2000
"2012-9-9-13",2.1526,101720.0000,3.4000
"2012-9-9-14",1.9062,101760.0000,3.7000
"2012-9-9-15",1.7772,101760.0000,3.4000
"2012-9-9-16",1.9768,101710.0000,3.7000
"2012-9-9-17",1.9312,101680.0000,3.1000
"2012-9-9-18",1.9854,101630.0000,3.2000
"2012-9-9-19",2.0162,101580.0000,3.0000
"2012-9-9-20",1.9409,101560.0000,2.9000
"2012-9-9-21",2.0700,101590.0000,2.5000
"2012-9-9-22",1.8255,101600.0000,2.2000
"2012-9-9-23",2.0400,101650.0000,2.0000
"2012-9-10-0",1.9204,101680.0000,1.0000
"2012-9-10-1",1.7698,101730.0000,1.7000
"2012-9-10-2",1.5517,101760.0000,1.2000
"2012-9-10-3",1.6567,101770.0000,2.0000
"2012-9-10-4",1.6976,101740.0000,2.8000
"2012-9-10-5",1.6621,101690.0000,3.2000
"2012-9-10-6",1.6329,101650.0000,2.7000
"2012-9-10-7",1.5717,101590.0000,2.9000
"2012-9-10-8",1.4773,101570.0000,2.8000
"2012-9-10-9",1.5238,101550.0000,3.0000
"2012-9-10-10",1.4984,101570.0000,2.5000
"2012-9-10-11",1.3469,101610.0000,2.8000
"2012-9-10-12",1.2614,101640.0000,2.6000
"2012-9-10-13",1.1643,101670.0000,3.2000
"2012-9-10-14",1.0498,101710.0000,3.3000
"2012-9-10-15",1.1043,101750.0000,3.9000
"2012-9-10-16",1.1164,101730.0000,3.6000
"2012-9-10-17",1.1762,101690.0000,2.4000
"2012-9-10-18",1.0999,101630.0000,2.5000
"2012-9-10-19",1.1584,101560.0000,6.3000
"2012-9-10-20",1.0564,101570.0000,3.9000
"2012-9-10-21",1.1731,101580.0000,2.4000
"2012-9-10-22",1.0858,101590.0000,2.6000
"2012-9-10-23",1.1743,101620.0000,3.9000
"2012-9-11-0",1.1782,101680.0000,3.3000
"2012-9-11-1",1.2034,101710.0000,2.8000
"2012-9-11-2",1.3092,101730.0000,2.3000
"2012-9-11-3",1.3325,101740.0000,1.4000
"2012-9-11-4",1.1569,101720.0000,1.7000
"2012-9-11-5",1.2361,101680.0000,1.5000
"2012-9-11-6",1.3011,101600.0000,1.0000
"2012-9-11-7",1.3531,101560.0000,1.2000
"2012-9-11-8",1.4252,101560.0000,1.3000
"2012-9-11-9",1.4570,101570.0000,1.4000
"2012-9-11-10",1.2521,101610.0000,1.0000
"2012-9-11-11",1.2852,101640.0000,1.6000
"2012-9-11-12",1.3938,101710.0000,1.8000
"2012-9-11-13",1.2637,101740.0000,1.1000
"2012-9-11-14",1.2746,101790.0000,0.9000
"2012-9-11-15",1.3182,101790.0000,1.2000
"2012-9-11-16",1.1778,101760.0000,1.5000
"2012-9-11-17",1.2803,101710.0000,1.2000
"2012-9-11-18",1.3983,101660.0000,1.4000
"2012-9-11-19",1.3292,101620.0000,1.8000
"2012-9-11-20",1.3813,101590.0000,2.7000
"2012-9-11-21",1.4221,101600.0000,4.9000
"2012-9-11-22",1.3509,101650.0000,1.1000
"2012-9-11-23",1.2966,101640.0000,1.1000
"2012-9-12-0",1.2614,101680.0000,0.7000
"2012-9-12-1",1.1939,101690.0000,0.7000
"2012-9-12-2",1.1744,101710.0000,1.7000
"2012-9-12-3",1.1797,101690.0000,1.5000
"2012-9-12-4",1.1279,101650.0000,1.9000
"2012-9-12-5",1.0551,101640.0000,1.3000
"2012-9-12-6",1.1104,101580.0000,1.8000
"2012-9-12-7",0.9715,101510.0000,1.7000
"2012-9-12-8",0.9435,101480.0000,1.3000
"2012-9-12-9",0.9340,101480.0000,0.6000
"2012-9-12-10",0.9412,101520.0000,0.5000
"2012-9-12-11",0.9560,101550.0000,1.1000
"2012-9-12-12",0.9478,101610.0000,2.1000
"2012-9-12-13",0.9367,101660.0000,1.1000
"2012-9-12-14",0.9990,101680.0000,1.3000
"2012-9-12-15",1.0584,101660.0000,1.0000
"2012-9-12-16",1.1685,101640.0000,0.4000
"2012-9-12-17",1.1636,101600.0000,0.8000
"2012-9-12-18",1.2030,101550.0000,1.0000
"2012-9-12-19",1.2168,101490.0000,1.5000
"2012-9-12-20",1.3675,101440.0000,1.9000
"2012-9-12-21",1.3908,101460.0000,2.4000
"2012-9-12-22",1.4164,101460.0000,5.0000
"2012-9-12-23",1.2961,101480.0000,3.8000
"2012-9-13-0",1.5183,101490.0000,2.7000
"2012-9-13-1",1.4323,101550.0000,1.6000
"2012-9-13-2",1.6031,101580.0000,2.2000
"2012-9-13-3",1.5572,101560.0000,2.6000
"2012-9-13-4",1.5571,101570.0000,2.7000
"2012-9-13-5",1.6845,101530.0000,1.1000
"2012-9-13-6",1.4940,101450.0000,2.1000
"2012-9-13-7",1.5929,101420.0000,3.4000
"2012-9-13-8",1.3853,101390.0000,2.7000
"2012-9-13-9",1.4965,101390.0000,4.8000
"2012-9-13-10",1.7047,101450.0000,4.5000
"2012-9-13-11",1.7309,101500.0000,4.0000
"2012-9-13-12",1.6738,101550.0000,4.9000
"2012-9-13-13",1.9079,101590.0000,3.8000
"2012-9-13-14",2.0982,101620.0000,2.9000
"2012-9-13-15",1.7973,101650.0000,2.1000
"2012-9-13-16",2.0427,101640.0000,2.0000
"2012-9-13-17",1.9003,101580.0000,1.4000
"2012-9-13-18",1.9639,101530.0000,1.3000
"2012-9-13-19",1.8651,101470.0000,1.3000
"2012-9-13-20",1.8431,101430.0000,1.2000
"2012-9-13-21",1.8143,101440.0000,0.6000
"2012-9-13-22",1.7889,101440.0000,1.6000
"2012-9-13-23",1.8987,101460.0000,0.9000
"2012-9-14-0",1.9479,101460.0000,3.8000
"2012-9-14-1",1.8397,101500.0000,4.6000
"2012-9-14-2",1.7871,101520.0000,5.6000
"2012-9-14-3",1.7219,101550.0000,5.4000
"2012-9-14-4",1.5215,101550.0000,4.9000
"2012-9-14-5",1.5069,101520.0000,4.0000
"2012-9-14-6",1.5901,101470.0000,3.8000
"2012-9-14-7",1.5523,101420.0000,4.5000
"2012-9-14-8",1.3898,101410.0000,3.7000
"2012-9-14-9",1.4193,101420.0000,1.0000
"2012-9-14-10",1.3136,101450.0000,2.0000
"2012-9-14-11",1.4466,101490.0000,2.3000
"2012-9-14-12",1.4598,101520.0000,1.8000
"2012-9-14-13",1.3834,101570.0000,1.5000
"2012-9-14-14",1.5382,101620.0000,2.5000
"2012-9-14-15",1.6480,101620.0000,3.3000
"2012-9-14-16",1.6672,101620.0000,1.6000
"2012-9-14-17",1.5514,101570.0000,2.7000
"2012-9-14-18",1.5877,101500.0000,2.6000
"2012-9-14-19",1.7010,101450.0000,2.2000
"2012-9-14-20",1.4455,101440.0000,4.9000
"2012-9-14-21",1.6438,101420.0000,4.8000
"2012-9-14-22",1.5187,101430.0000,0.8000
"2012-9-14-23",1.6297,101460.0000,1.4000
"2012-9-15-0",1.5720,101500.0000,1.0000
"2012-9-15-1",1.8182,101550.0000,1.3000
"2012-9-15-2",1.7291,101580.0000,1.2000
"2012-9-15-3",1.7751,101580.0000,1.6000
"2012-9-15-4",2.1240,101560.0000,1.9000
"2012-9-15-5",2.0824,101550.0000,1.8000
"2012-9-15-6",2.3707,101510.0000,2.3000
"2012-9-15-7",2.4648,101470.0000,3.2000
"2012-9-15-8",2.5261,101430.0000,2.3000
"2012-9-15-9",2.6249,101420.0000,3.9000
"2012-9-15-10",2.5917,101460.0000,2.1000
"2012-9-15-11",2.3186,101510.0000,3.2000
"2012-9-15-12",2.1944,101570.0000,3.8000
"2012-9-15-13",2.1002,101620.0000,3.4000
"2012-9-15-14",2.4604,101640.0000,2.0000
"2012-9-15-15",2.5317,101680.0000,2.2000
"2012-9-15-16",2.5426,101640.0000,3.6000
"2012-9-15-17",2.1435,101580.0000,3.1000
"2012-9-15-18",2.1816,101530.0000,4.0000
"2012-9-15-19",2.3266,101480.0000,1.4000
"2012-9-15-20",2.0273,101450.0000,4.1000
"2012-9-15-21",1.8180,101450.0000,2.8000
"2012-9-15-22",1.9934,101450.0000,3.2000
"2012-9-15-23",1.8920,101480.0000,2.6000
"2012-9-16-0",1.8485,101520.0000,2.6000
"2012-9-16-1",1.7549,101570.0000,2.4000
"2012-9-16-2",1.6295,101600.0000,4.0000
"2012-9-16-3",1.5802,101590.0000,0.8000
"2012-9-16-4",1.7004,101590.0000,1.2000
"2012-9-16-5",1.5831,101550.0000,0.5000
"2012-9-16-6",1.4489,101520.0000,0.4000
"2012-9-16-7",1.3101,101460.0000,0.1000
"2012-9-16-8",1.4495,101400.0000,0.3000
"2012-9-16-9",1.3554,101420.0000,3.1000
"2012-9-16-10",1.2602,101450.0000,1.3000
"2012-9-16-11",1.1893,101490.0000,3.6000
"2012-9-16-12",1.2474,101570.0000,2.7000
"2012-9-16-13",1.1264,101630.0000,0.1000
"2012-9-16-14",1.1310,101670.0000,0.6000
"2012-9-16-15",1.1869,101670.0000,1.3000
"2012-9-16-16",1.2337,101630.0000,1.1000
"2012-9-16-17",1.1518,101600.0000,1.0000
"2012-9-16-18",1.3170,101540.0000,1.5000
"2012-9-16-19",1.0931,101500.0000,1.3000
"2012-9-16-20",1.1640,101470.0000,1.9000
"2012-9-16-21",1.2057,101460.0000,1.9000
"2012-9-16-22",1.0956,101500.0000,3.3000
"2012-9-16-23",1.1334,101500.0000,3.3000
"2012-9-17-0",1.1282,101550.0000,3.5000
"2012-9-17-1",1.2816,101610.0000,3.5000
"2012-9-17-2",1.2214,101630.0000,3.3000
"2012-9-17-3",1.1416,101640.0000,2.7000
"2012-9-17-4",1.1789,101600.0000,2.7000
"2012-9-17-5",1.1246,101570.0000,2.6000
"2012-9-17-6",1.2283,101540.0000,3.2000
"2012-9-17-7",1.1409,101500.0000,2.7000
"2012-9-17-8",1.1222,101470.0000,3.5000
"2012-9-17-9",1.1453,101480.0000,2.6000
"2012-9-17-10",1.1166,101530.0000,4.0000
"2012-9-17-11",1.1393,101560.0000,3.5000
"2012-9-17-12",1.1415,101620.0000,4.2000
"2012-9-17-13",1.1304,101700.0000,1.6000
"2012-9-17-14",1.2486,101750.0000,3.8000
"2012-9-17-15",1.1960,101770.0000,4.7000
"2012-9-17-16",1.2495,101740.0000,3.9000
"2012-9-17-17",1.3651,101700.0000,4.0000
"2012-9-17-18",1.3580,101630.0000,3.0000
"2012-9-17-19",1.3236,101600.0000,3.5000
"2012-9-17-20",1.2237,101580.0000,2.1000
"2012-9-17-21",1.2354,101550.0000,3.3000
"2012-9-17-22",1.3663,101570.0000,3.4000
"2012-9-17-23",1.2934,101560.0000,4.2000
"2012-9-18-0",1.2254,101620.0000,4.0000
"2012-9-18-1",1.3133,101690.0000,4.5000
"2012-9-18-2",1.1998,101730.0000,4.9000
"2012-9-18-3",1.1240,101740.0000,4.3000
"2012-9-18-4",1.0612,101720.0000,5.5000
"2012-9-18-5",1.0292,101670.0000,4.6000
"2012-9-18-6",1.1970,101620.0000,1.9000
"2012-9-18-7",1.2403,101590.0000,3.1000
"2012-9-18-8",1.2574,101600.0000,3.6000
"2012-9-18-9",1.3314,101620.0000,3.0000
"2012-9-18-10",1.2903,101640.0000,6.2000
"2012-9-18-11",1.2377,101690.0000,6.0000
"2012-9-18-12",1.3157,101750.0000,4.1000
"2012-9-18-13",1.2932,101790.0000,2.1000
"2012-9-18-14",1.2100,101810.0000,6.0000
"2012-9-18-15",1.2391,101820.0000,5.6000
"2012-9-18-16",1.2503,101800.0000,5.9000
"2012-9-18-17",1.2748,101740.0000,7.0000
"2012-9-18-18",1.2945,101750.0000,5.9000
"2012-9-18-19",1.2266,101700.0000,5.8000
"2012-9-18-20",1.2907,101660.0000,6.3000
"2012-9-18-21",1.2552,101650.0000,6.2000
"2012-9-18-22",1.3128,101660.0000,5.9000
"2012-9-18-23",1.2924,101670.0000,5.9000
"2012-9-19-0",1.2615,101720.0000,5.2000
"2012-9-19-1",1.3676,101750.0000,9.2000
"2012-9-19-2",1.3719,101770.0000,3.0000
"2012-9-19-3",1.3183,101780.0000,4.3000
"2012-9-19-4",1.3470,101800.0000,5.1000
"2012-9-19-5",1.2668,101760.0000,5.5000
"2012-9-19-6",1.3157,101710.0000,5.5000
"2012-9-19-7",1.3430,101660.0000,5.2000
"2012-9-19-8",1.3952,101600.0000,5.6000
"2012-9-19-9",1.2690,101610.0000,5.6000
"2012-9-19-10",1.3408,101670.0000,5.8000
"2012-9-19-11",1.3136,101690.0000,5.9000
"2012-9-19-12",1.1794,101740.0000,5.9000
"2012-9-19-13",1.3501,101770.0000,6.9000
"2012-9-19-14",1.4994,101810.0000,6.4000
"2012-9-19-15",1.3081,101810.0000,6.3000
"2012-9-19-16",1.3989,101790.0000,6.5000
"2012-9-19-17",1.3621,101750.0000,5.5000
"2012-9-19-18",1.2289,101680.0000,5.3000
"2012-9-19-19",1.2377,101620.0000,5.2000
"2012-9-19-20",1.2164,101590.0000,4.8000
"2012-9-19-21",1.2582,101610.0000,3.8000
"2012-9-19-22",1.1787,101640.0000,3.1000
"2012-9-19-23",1.1937,101650.0000,3.4000
"2012-9-20-0",1.1379,101690.0000,3.8000
"2012-9-20-1",1.1567,101750.0000,3.3000
"2012-9-20-2",1.1432,101780.0000,6.2000
"2012-9-20-3",1.1879,101830.0000,5.1000
"2012-9-20-4",1.1153,101790.0000,5.1000
"2012-9-20-5",1.1220,101720.0000,5.0000
"2012-9-20-6",1.1618,101650.0000,4.6000
"2012-9-20-7",1.1328,101590.0000,4.4000
"2012-9-20-8",1.0630,101550.0000,4.9000
"2012-9-20-9",0.9929,101540.0000,5.3000
"2012-9-20-10",1.0040,101570.0000,4.7000
"2012-9-20-11",1.0125,101600.0000,4.4000
"2012-9-20-12",0.9598,101610.0000,5.6000
"2012-9-20-13",1.0022,101620.0000,5.4000
"2012-9-20-14",0.9849,101630.0000,4.0000
"2012-9-20-15",1.0404,101610.0000,4.6000
"2012-9-20-16",0.9954,101550.0000,5.5000
"2012-9-20-17",1.0718,101490.0000,6.4000
"2012-9-20-18",1.1234,101430.0000,5.6000
"2012-9-20-19",1.1200,101370.0000,4.7000
"2012-9-20-20",1.2233,101360.0000,5.3000
"2012-9-20-21",1.2631,101380.0000,6.2000
"2012-9-20-22",1.2436,101390.0000,6.3000
